90311412211	979	39412610
256537340562	997	38469397
465588572082	976	36791140
781878451422	999	36195080
924074906803	997	36621722
944899544856	959	36948685
1041163270359	991	37045658
1258393902267	987	37100740
1459339358529	999	40411465
1553150785604	999	38153450
1715212933562	980	37042553
1870333988489	999	36714985
2046021506394	982	36354105
2105292997681	998	36600005
2179234641357	974	36831737
2229524171432	981	37543661
2282639632656	995	36484589
2387746523470	999	36399232
2457430749722	951	37701949
2707360158198	987	37621466
2973136972138	957	37931840
3044397205598	979	37077220
3075242303018	998	36847429
3137159079875	995	38788040
3474654039741	988	37643956
3493565693443	952	37667474
3879051444086	999	37235393
3902068780335	996	37473826
4070845874560	996	37531898
4418396718360	994	38291117
4652653089857	985	37574420
4735735792262	964	36698045
4774873471599	986	37205057
4865691069907	998	38115106
4876270976171	988	36469277
5068468772024	980	37763780
5159848224617	999	39829345
5348949904608	972	36278965
5411430412084	986	36239477
5683223319386	999	37222100
5964557485751	998	36356245
6111652389627	985	38651200
6158387689316	951	37300616
6682783937039	992	38748377
6767823907108	972	37188650
6782757514281	926	36188525
6794157051354	998	36999514
6906200581574	998	37503401
6966689919886	962	37506605
7400841887892	999	38434969
7413154825861	999	36895930
7639041335334	998	36258196
7657510415786	999	36414625
8057237861745	998	36529090
8062451346052	983	38853197
8225620944226	999	36288229
8389107577688	941	36840805
8553024504380	977	37959385
8620602328033	976	36859090
8827834597498	994	38448442
8857391619290	970	37374233
8947993617642	965	36503825
9022800390770	999	38533657
9093669222816	999	39218309
9171196763973	999	36649505
9414456583331	992	37334434
9501419196085	997	37671866
9646690960562	997	36354484
9682735019848	977	36880121
9752324994470	999	36450802
9798098236919	999	38764314
10104497383487	973	36239850
10175268914570	949	37185661
10204456338117	998	36813465
10232184351840	996	36933588
10270302626195	995	37417168
10349934815831	998	37332905
10383777617425	961	37439306
10499364905514	999	36713741
10516468878025	987	37300597
10616338838956	986	36812260
10653417295809	998	36387650
10764768520669	999	37245178
11025063474879	996	39881341
11376953694772	997	38272658
11450348428661	988	37053200
11592573488900	977	37626682
11610853923335	999	37935585
11697172998886	943	36405928
11948136083678	973	36308234
11976745297881	999	36893645
12123028605719	997	36220418
12183782977827	993	36292545
12285771465656	998	37291714
12380712071113	997	39035188
12454477087850	998	37932112
12583552848504	982	37005106
12627628879101	998	38649685
12670366338407	998	36778394
12716557729694	999	37602340
12813948949989	996	38626586
12951415302232	964	36783760
13292394458479	996	37427300
13380193711981	981	36186408
13413709790362	999	36499237
13553350254717	980	39286105
13600038221203	980	37016701
13620795272239	997	37193789
13653006437649	986	36360008
13810568850604	983	36827125
13833656314826	999	37801186
13895307478843	993	37070164
14230826436611	999	36609824
14293369780700	998	36254125
14404965110752	990	36588100
14566042840774	999	37181377
14755595878197	940	37343332
14868077111531	997	37204481
14940016624175	999	40332773
15068243394987	950	36947045
15103181635045	996	37375577
15145317344591	991	36721178
15479914891428	961	37419929
15575704236387	960	37165402
15951660079363	990	37584200
15998137144281	997	37641370
16030769366532	995	37365786
16044590884412	996	36354917
16241281098090	995	40064985
16262016257410	988	36563444
16274319518643	981	37480276
16381073326805	990	37312178
16424567566449	999	37879805
16465501751800	997	38042914
16487942803466	995	38359105
16770459475391	980	36660673
17046397878033	992	36740941
17146406136457	939	37661170
17232939552040	999	36356200
17308726135619	992	36870898
17602590528523	997	40182957
17624999233834	997	37686469
17724224146496	999	37878737
17817560212070	975	36960452
17835295352698	994	37441512
18046167714986	982	37191701
18494803621904	995	36361741
18521740301944	996	38647508
18532558847041	999	37676624
18548026654872	989	36471938
18588784352429	996	37738593
18593874731085	991	37133450
18610058361716	982	36710633
18659728869299	993	36221216
18991106758600	994	37180433
19024635807339	996	37296040
19231934273251	990	36213893
19398802493043	998	37886661
19468237242762	997	36449360
19724172161688	992	36519778
19927413156663	990	38029357
20091578783408	966	37262932
20148103361396	999	36399232
20175512110937	969	38466313
20306562404288	980	36559865
20665390113771	988	37038649
20971820388006	999	36601236
21169844439360	998	36266485
21238975500227	999	39522960
21273232263050	990	36956173
21333971082542	996	37095930
21399213307655	979	37285253
21459280186274	952	36636130
21837458306816	976	37223642
22290908688008	960	36789133
22356097995656	958	37584450
22473584280740	999	36553120
22870983429400	957	36395725
22901073341524	996	37240762
22901241831584	988	37162810
22956268083916	978	36700186
23183275321040	961	36543553
23398483160149	998	37505849
23485930219363	998	37349738
23910415915846	999	36202149
24679050872864	988	37621373
24689582114131	987	38734378
25028603613363	995	39429937
25146658403823	999	36433480
25151302426411	982	37030509
25312081100962	993	39637817
25336787027110	998	36926312
25381209796925	999	36437153
25542206222586	962	37336594
26037675915766	998	36288493
26059224751451	992	37035002
26183452405428	965	36477737
26552584963640	999	37712749
26606468133537	973	37257813
26711276094863	993	36338125
26844716077795	998	36232090
27079211379132	981	36203165
27190205612739	993	38313760
27238394352839	994	37454869
27342926419488	968	36272025
27368646667998	999	36302400
27454870572451	983	38980674
27652478705495	999	39542785
27655633966640	984	37295845
27760748113380	985	36821693
28058625089008	979	36734517
28121322313454	996	37298925
28264646348322	969	36481402
28435714657523	991	37836052
28512359238990	999	37213525
28593661142175	987	37454489
